attribute_id,project,risk,rationale
htan:SequenceLengthDistribution,HTAN,Low,"FASTQC sequence length distribution is a technical quality-control metric about sequencing read lengths (state classification), containing no personal identifiers, demographics, or cohort/timing information. It is non-personal technical metadata and poses low re-identification risk."
el:SequencingBatchID,EL,Moderate,A sequencing batch identifier is a quasi-identifier: it does not directly identify an individual but can link samples across datasets or reveal processing/time/location groupings that could aid re-identification or sensitive inference. Values like 'Unknown/Not collected' reduce information but do not remove the re-identification risk.
el:SequencingBatchSize,EL,Low,This is an aggregate technical/study logistics value (number of samples in a sequencing batch). It does not contain personal identifiers or quasi-identifiers and therefore poses low re-identification/privacy risk.
el:SequencingBatchSizeUnit,EL,Low,"Describes a technical unit of measurement for batch size (e.g., samples, lanes). This is non-personal study/instrument metadata and does not directly identify individuals or provide sensitive clinical/financial information."
htan2:SequencingLibraryConstructionDaysfromIndex,HTAN2,Moderate,"This is temporal processing metadata (number of days between sample receipt and library construction). While not a direct identifier, temporal intervals can act as quasi-identifiers and may aid re-identification when combined with other data (e.g., dates, cohort or specimen IDs), so it is classified as Moderate risk."
htan:SequencingLibraryConstructionDaysfromIndex,HTAN,Low,This is a technical process metric (number of days between sample receipt and library construction). It does not directly identify individuals or provide sensitive clinical/financial/location data and is non-personal operational metadata with low re-identification risk.
btc:SequencingPlatform,BTC,Low,"Specifies the model of sequencing instrument — technical, non-personal metadata used for instrumentation/reproducibility. Does not directly identify individuals or provide sensitive clinical/financial/location data; therefore classified as Low risk."
gf:SequencingPlatform,GF,Low,"Specifies the sequencing instrument model — technical, non-personal metadata about laboratory equipment. Does not directly or indirectly identify individuals or contain sensitive clinical/ demographic information."
htan2:SequencingPlatform,HTAN2,Low,Describes non-personal technical metadata (specific model of sequencing instrument). Does not identify individuals or sensitive attributes; therefore considered low risk.
htan:SequencingPlatform,HTAN,Low,"Describes the technical sequencing instrument model/software (platform) used. This is non-personal technical metadata about equipment/instrumentation and does not directly identify individuals or cohorts, so it is Low risk."
htan2:SequencingSaturation,HTAN2,Low,"This is a technical sequencing metric (fraction of reads from duplicate UMIs reflecting library complexity/sequencing depth). It contains no personal identifiers, demographic, or sensitive clinical information and is non-personal technical metadata."
htan:SequencingSaturation,HTAN,Low,"This is a technical sequencing quality metric (fraction of duplicate UMIs reflecting library complexity/depth). It contains no personal identifiers or quasi-identifiers and does not reveal sensitive clinical or location information, so it is non-personal technical metadata."
nf-osi:Sex,NF-OSI,Moderate,Phenotypic sex (male/female/other) is a demographic quasi-identifier—derived from chromosomal/biological characteristics— that does not directly identify an individual but can materially aid re-identification when combined with other attributes; therefore classified as Moderate.
htan2:ShortReads,HTAN2,Low,Technical sequencing QC metric (integer count of reads that were too short). Non-personal technical metadata that does not identify individuals or serve as a quasi-identifier.
htan2:SingleCellBarcodeMethodApplied,HTAN2,Low,"Describes experimental method for cell barcoding/multiplexing (technical lab protocol). This is non-personal technical metadata about sample processing rather than any identifier or sensitive clinical/demographic information, so risk is low."
htan:SingleCellBarcodeMethodApplied,HTAN,Low,"Describes an experimental/technical method for cell multiplexing or labeling (assay metadata). It does not reveal personal identity, contact, precise location, or sensitive clinical information and functions as non-personal technical metadata."
htan:SingleCellDissociationDaysfromIndex,HTAN,Low,"This is a technical processing metric (number of days between sample receipt and dissociation). It does not contain direct identifiers or demographic/cohort information and is non-personal logistical metadata, so sensitivity is low."
gf:SingleCellIsolationMethod,GF,Low,"Describes the laboratory technique used to isolate individual cells (e.g., wells, micro‑droplets). This is technical experimental metadata about methods/instrumentation, not personal identifiers or sensitive clinical/ demographic information."
htan2:SingleCellIsolationMethod,HTAN2,Low,"Describes a laboratory technique (how cells are isolated into wells or micro-droplets). This is non-personal technical metadata about experimental methods, does not identify individuals or provide quasi-identifiers, and contains no sensitive clinical/contact/location information."
htan:SingleCellIsolationMethod,HTAN,Low,"Describes a laboratory technical method for isolating single cells (wells, micro-droplets). This is non-personal experimental metadata and does not identify individuals or provide quasi-identifiers."
gf:SingleNucleusBuffer,GF,Low,"Describes a laboratory reagent/technical detail (nuclei isolation buffer) and contains no personal, demographic, or cohort-identifying information; therefore it is non-personal technical metadata."
htan2:SingleNucleusBuffer,HTAN2,Low,Describes a technical reagent (nuclei isolation buffer) used in sample processing. It is procedural/technical metadata without personal identifiers or sensitive clinical/demographic information.
htan:SingleNucleusBuffer,HTAN,Low,"Describes a laboratory reagent/experimental buffer (nuclei isolation buffer) — technical assay metadata with no personal identifiers, quasi-identifiers, or sensitive clinical/financial information."
htan2:SingleNucleusCapture,HTAN2,Low,"Describes a laboratory sample processing detail (nuclei isolation method). This is technical metadata about experimental protocol, non-identifying and not sensitive personal/clinical information."
htan:SingleNucleusCapture,HTAN,Low,This describes a laboratory technical detail (nuclei isolation method) about sample processing rather than any personal identifier or quasi-identifier. It is non-personal technical metadata and does not directly enable re-identification.
gf:SizeC,GF,Low,Number of channels is technical image/instrument metadata (integer >=1) and does not identify individuals or provide sensitive information. No quasi-identifiers or contextual sensitivity present.
htan2:SizeC,HTAN2,Low,"Number of channels is technical imaging metadata (integer >=1) describing file/instrument characteristics, not person-specific or identifying; thus low sensitivity."
htan:SizeC,HTAN,Low,"Number of channels is non-personal technical metadata describing image properties (integer >=1). It does not identify individuals, provide contact/location/clinical data, or aid re-identification."
btc:SizeSelectionRange,BTC,Low,"Described as a technical parameter ('Range of size selection', string) with no personal identifiers or demographic context. Appears to be instrument/sample-prep metadata (non-personal), so classified as Low sensitivity."
htan2:SizeSelectionRange,HTAN2,Low,Describes a technical parameter (range of size selection) with no personal identifiers or quasi-identifiers. Non-personal experimental metadata; poses low re-identification risk.
htan:SizeSelectionRange,HTAN,Low,Describes a technical experimental parameter (range of size selection) as a string. This is non-personal technical metadata about sample/library preparation and does not identify individuals or provide quasi-identifiers.
gf:SizeT,GF,Low,Counts the number of time points (integer >=1) — a non-personal technical/study logistics parameter (file/scan property) that does not identify individuals or convey sensitive information.
htan2:SizeT,HTAN2,Low,"This attribute is a simple technical/count variable (number of time points, integer >=1). It conveys non-personal study/experiment logistics and does not contain direct identifiers, quasi-identifiers, or sensitive clinical/financial information, so it is Low risk."
htan:SizeT,HTAN,Low,"Numeric count of number of time points (integer >=1). This is technical dataset metadata (a non-personal technical property) and does not contain identifiers, quasi-identifiers, or sensitive information, so risk is Low."
gf:SizeX,GF,Low,"Non-personal technical metadata: image X dimension in pixels (integer >=1). Does not contain identifiers, demographics, or sensitive information, so low re-identification risk."
htan2:SizeX,HTAN2,Low,"SizeX is a technical image property (X dimension in pixels, integer >=1). It contains no direct or quasi-identifying personal information and is non-personal metadata, so risk is Low."
htan:SizeX,HTAN,Low,Image X-dimension in pixels is technical file metadata (image size). It does not contain personal identifiers or quasi-identifiers and poses low re-identification risk.
gf:SizeY,GF,Low,Y dimension in pixels is purely technical image metadata (integer >=1). It does not contain personal identifiers or quasi-identifiers and cannot identify individuals; therefore it is low sensitivity.
htan2:SizeY,HTAN2,Low,"Image Y-dimension in pixels is purely technical image metadata (integer size) and does not reveal personal identity, location, or sensitive attributes; therefore it is non-identifying and low risk."
htan:SizeY,HTAN,Low,"This is a technical image property (Y dimension in pixels), non‑personal and not identifying; pertains to file/image metadata rather than individual or sensitive attributes."
gf:SizeZ,GF,Low,Z dimension in pixels is non-personal technical image metadata (integer >=1) and does not identify individuals or provide sensitive contextual information.
htan2:SizeZ,HTAN2,Low,"This is a technical image property (Z dimension in pixels, integer ≥1). It does not contain personal identifiers or quasi-identifiers and is non-personal technical metadata, so risk is low."
htan:SizeZ,HTAN,Low,"Technical image property (Z dimension in pixels, integer >=1). Non-personal technical metadata that does not identify individuals or reveal sensitive information."
htan2:Slide-seqBeadFileType,HTAN2,Low,"Describes the type of Level 3 file in the Slide-seq workflow — technical metadata about file format/content. Contains no personal identifiers, quasi-identifiers, or sensitive clinical/behavioral data, so sensitivity is low."
htan:Slide-seqBeadFileType,HTAN,Low,"Describes a technical file type (Level 3 Slide-seq workflow) rather than any personal, demographic, location, or identifier data. This is non-personal technical metadata and poses low re-identification/privacy risk."
htan2:Slide-seqFragmentSize,HTAN2,Low,"Average cDNA fragment length is technical assay metadata (numeric measurement of molecule size) and does not directly identify individuals or provide quasi-identifiers. No sensitive clinical, contact, location, or unique specimen identifiers present."
htan:Slide-seqFragmentSize,HTAN,Low,"Average cDNA fragment length is a technical assay QC metric (integer) describing molecule size for the experiment; it does not identify individuals or provide quasi-identifiers. No contact, demographic, location, or clinical sensitivity indicated."
htan2:Slide-seqWorkflowParameterDescription,HTAN2,Low,Describes technical parameters used to run the Slide-seq workflow (experimental/processing settings). This is non-personal technical metadata and does not contain direct identifiers or quasi-identifiers that would enable re-identification.
htan:Slide-seqWorkflowParameterDescription,HTAN,Low,"Describes technical parameters used to run the Slide-seq workflow. This is non-personal technical configuration metadata (string) and does not contain direct identifiers, quasi-identifiers, or sensitive clinical/financial data, so sensitivity is low."
htan2:Slide-seqWorkflowType,HTAN2,Low,"This is a technical metadata field describing the analysis workflow name for a Slide-seq dataset. It contains no personal identifiers, demographic, or cohort information and is non-sensitive operational/technical metadata."
htan:Slide-seqWorkflowType,HTAN,Low,"This is a non-personal technical metadata field describing the analysis workflow name for Slide-seq data. It does not contain identifiers, quasi-identifiers, or sensitive clinical/behavioral information."
htan2:SlideVersion,HTAN2,Low,"SlideVersion is technical metadata describing the version/layout of imaging slides used for analysis. It does not directly identify an individual or provide sensitive personal, location, or contact information; it is study/instrument-related and therefore low sensitivity."
htan:SlideVersion,HTAN,Low,SlideVersion describes a technical property of the imaging slide (version/capture layout) relevant to assay analysis but does not identify individuals or sensitive clinical/behavioral information. It is non-personal technical metadata.
gf:SoftwareandVersion,GF,NeedsReview,"Description is 'TBD' and there are no validation rules or valid values provided, so the scope and content of this attribute are unclear. Insufficient information to determine whether it contains non-personal technical metadata (likely Low) or potentially sensitive/system-identifying information; requires review."
htan2:SoftwareandVersion,HTAN2,Low,Name of software used to generate expression values is non-personal technical metadata (processing/tool information) and does not identify individuals or sensitive attributes; therefore classified as Low risk.
htan:SoftwareandVersion,HTAN,Low,"This is technical metadata (name of software used to generate expression values). It does not identify individuals or cohorts and contains no direct or quasi-identifying personal or sensitive information, so it is Low sensitivity."
htan2:SomaticVariantsSampleType,HTAN2,Moderate,"Indicates whether a sample is a case or control in somatic variant analysis — a cohort/cohort-status label (quasi-identifier) that can aid re-identification or link to sensitive phenotypic/genomic information. Not a direct identifier but is sensitive contextual metadata, so Moderate."
htan2:SomaticVariantsWorkflowType,HTAN2,Low,"This is technical metadata describing the analysis workflow name for a dataset (generic workflow type). It does not contain personal, demographic, location, or specimen identifiers and therefore poses low re-identification/privacy risk."
htan:SomaticVariantsWorkflowType,HTAN,Low,Describes a generic workflow name used to analyze a dataset — technical/processing metadata with no personal identifiers or quasi-identifying information. No validation rules or values provided; non-personal instrument/process metadata.
htan:SomaticVariantsWorkflowURL,HTAN,Low,"This attribute describes a workflow name/URL used for data analysis — technical metadata about computational pipelines. It does not contain personal identifiers, location, or sensitive clinical/financial data, so it represents low re-identification/privacy risk."
htan2:SpatialBarcodeOffset,HTAN2,Low,"This is a technical sequencing parameter (offset in base pairs for spot barcode read). It describes instrument/processing settings and does not convey personal identity, demographics, or sensitive clinical/financial information."
htan:SpatialBarcodeOffset,HTAN,Low,"This is a technical sequencing parameter (base-pair offset for spot barcode read). It does not contain personal identifiers or quasi-identifiers and relates to instrument/read configuration, so it is non-personal technical metadata."
htan2:SpatialBarcodeTag,HTAN2,Low,"This describes a SAM file tag name used to indicate the spot/barcode field (e.g., CB:Z). It is technical file-format metadata about where barcodes are stored, not the actual barcode values or identifiers tied to individuals or samples, so sensitivity is low."
htan:SpatialBarcodeTag,HTAN,Low,"This is a technical SAM tag name indicating which tag contains the spot barcode (e.g., CB:Z). It describes a file/format field, not individual-level barcode values or identifiers, so it is non-personal technical metadata."
htan2:SpatialLibraryConstructionMethod,HTAN2,Low,"Describes a technical laboratory process (method for creating DNA libraries) and contains no personal identifiers, quasi-identifiers, precise location, financial, or sensitive clinical information; therefore it is non-personal technical metadata."
htan:SpatialLibraryConstructionMethod,HTAN,Low,"Describes a laboratory protocol/process for creating DNA libraries (technical experimental metadata). Contains no personal identifiers, quasi-identifiers, or sensitive subject-level information — thus classified as low sensitivity (non-personal technical metadata)."
htan2:SpatialRead1,HTAN2,NeedsReview,"Description 'Read 1 content description' is ambiguous and provides no detail whether this contains raw sequencing reads, processed summaries, or non-identifying metadata. No validation rules or example values are provided, so scope and re-identifiability cannot be determined; requires clarification before classification."
htan2:SpatialRead2,HTAN2,Low,"The attribute describes 'Read 2 content description', which is sequencing/technical metadata about paired-end read content. It does not indicate personal identifiers, sensitive clinical data, or quasi-identifiers; therefore it is non-personal technical metadata (Low)."
htan:SpatialRead2,HTAN,NeedsReview,"Description 'Read 2 content description' is ambiguous and lacks validation rules or value examples. It could refer to raw sequencing read content (which would be High sensitivity) or to a non-identifying descriptor; because scope is unclear, classification requires review/clarification."
el:Species,EL,Low,"Contains taxonomic/species name of an organism — non-personal biological metadata. It does not identify individuals, contact information, or sensitive personal attributes, so it is low sensitivity."
adkp:SpecimenID,ADKP,Moderate,"A specimen/sample identifier is a biospecimen-linked ID that can be used to link records or samples and may enable re-identification when combined with other data. It is a quasi-identifier rather than a direct personal identifier, so classified as Moderate."
nf-osi:SpecimenID,NF-OSI,Moderate,A unique biospecimen/subspecimen identifier (non-PII) can link samples and records across datasets and aid re-identification when combined with other data; fits biospecimen/ID quasi-identifier criteria.
nf-osi:SpecimenPreparationMethod,NF-OSI,Low,"Describes technical specimen processing/preservation (e.g., how a sample was preserved prior to sequencing). This is non-identifying laboratory metadata about sample handling rather than personal identifiers or quasi-identifiers, so it is low sensitivity."
el:SpectrometerFrequency,EL,Low,"Instrument operating parameter (NMR spectrometer frequency in MHz). Technical, non-personal metadata that does not reveal individual identity, contact, location, financial, or sensitive clinical/behavioral information."
btc:SpikeIn,BTC,NeedsReview,"Description is 'TBD' with no validation rules or valid values; scope and content of 'SpikeIn' are unclear (could be technical lab reagent, identifier, or sensitive biological data). Insufficient information to reliably classify sensitivity."
gf:SpikeIn,GF,Low,Describes a technical laboratory reagent (synthetic control RNAs added to lysis mix). This is non-personal assay metadata about experimental reagents/instrumentation and does not identify individuals or contain sensitive clinical/financial data.
htan2:SpikeIn,HTAN2,Low,"Describes experimental reagent (synthetic RNA spike-in sequences) used in sample processing; non-personal technical metadata that does not reveal individual identity, location, or sensitive clinical/behavioral information."
htan:SpikeIn,HTAN,Low,"Describes technical experimental reagent (synthetic spike-in RNA sequences) added to lysis mix. This is non-personal laboratory metadata about assay materials/instrumentation settings and does not reveal participant identity, demographics, location, or sensitive health information."
htan2:SpikeInConcentration,HTAN2,Low,"This describes a technical experimental parameter (final concentration/dilution of a spike-in mix), which is non-personal laboratory metadata and does not reveal identities, contact, location, financial, or sensitive clinical information."
htan:SpikeInConcentration,HTAN,Low,"Describes an experimental laboratory measurement (final concentration/dilution of a spike-in mix). This is technical assay metadata and does not contain personal identifiers, quasi-identifiers, or sensitive clinical/financial information."
htan2:Spotsundertissue,HTAN2,Low,This is a technical assay metric (count of barcodes per spatial spot) related to sample processing/measurement. It does not directly identify individuals or provide quasi-identifying demographic or clinical information.
htan:Spotsundertissue,HTAN,Low,"This is a technical/quantitative metric (count of barcodes per spot under tissue) related to assay data, not personal identifiers or demographic/clinical information, and therefore represents low sensitivity."
el:StatisticalModel,EL,Low,"Describes the statistical model/analysis approach (e.g., additive, dominant, recessive). This is non-personal technical metadata about analytical methods and does not contain identifiers or quasi-identifiers that could re-identify individuals."
htan2:StripeCalling,HTAN2,Low,"Describes a tool/analysis method for identifying architectural stripe-forming interaction hotspots. This is technical metadata about an algorithm/tool, contains no personal identifiers, demographics, or sensitive clinical information, and therefore represents low privacy risk."
htan:StripeCalling,HTAN,Low,"This describes a tool/analysis method for identifying architectural stripe-forming interaction hotspots — technical metadata about an analysis tool rather than any personal, identifying, or sensitive subject-level information. No identifiers, demographics, or sensitive content present."
htan2:StripeWindow,HTAN2,Low,"This is a technical algorithm parameter (binning/sliding window sizes) used for calling architectural stripes. It contains no personal identifiers, demographic, longitudinal, or sensitive clinical information, so it is non-personal technical metadata."
htan:StripeWindow,HTAN,Low,This is a technical analysis parameter (binning/sliding window sizes) used for calling architectural stripes—non-personal instrument/processing metadata. It does not identify individuals or contain sensitive clinical/financial information.
htan2:StructuralVariantWorkflowType,HTAN2,Low,"This is technical metadata describing the generic name of the analysis workflow used for structural variant processing. It contains no personal identifiers, demographic or cohort information, or sensitive clinical/financial data, so it is non-personal technical metadata (Low)."
htan:StructuralVariantWorkflowType,HTAN,Low,"Describes a generic workflow name for data analysis — technical, non-personal metadata about processing pipelines. No identifiers, demographic, or sensitive clinical content; therefore low sensitivity."
htan2:StructuralVariantWorkflowURL,HTAN2,Low,"A URL linking to a workflow document is technical/methodological metadata (e.g., DockStore link). It does not contain direct identifiers, sensitive clinical data, or quasi-identifiers and thus poses low re-identification risk."
htan:StructuralVariantWorkflowURL,HTAN,Low,"This is a URL linking to a workflow document (e.g., DockStore) describing computational methods. It is technical metadata about analysis procedures and does not contain personal identifiers, location, contact, or sensitive clinical data, so it is low sensitivity."
el:StudyAbstract,EL,NeedsReview,"Description is listed as 'TBD' with no validation rules or valid values provided, so the scope and sensitivity of the StudyAbstract are unclear and require further information to classify."
el:StudyDescription,EL,NeedsReview,"Description is 'TBD' with no validation rules or valid values provided, so scope and content are unclear — insufficient information to assess sensitivity."
el:StudyFocus,EL,NeedsReview,"Description is 'TBD' with no validation rules or valid values provided, so the scope and sensitivity are unclear and require review."
el:StudyKey,EL,Moderate,"This is a study/cohort identifier (short acronym for a study) which functions as a quasi-identifier; while not a direct personal identifier, it can aid re-identification or linkage when combined with other data, so it is Moderate risk."
el:StudyMetadata,EL,NeedsReview,"Description is 'TBD' and there are no validation rules or valid values provided, so scope and content are unknown; insufficient information to assess sensitivity — requires review."
el:StudyName,EL,NeedsReview,"Attribute label 'StudyName' with description 'TBD' and no validation rules or valid values provided—insufficient information to determine whether this is a direct identifier (e.g., study/cohort name) or benign study label; requires review."
el:StudyType,EL,NeedsReview,"Description is 'TBD' with no validation rules or valid values provided, so scope and sensitivity are unclear. Insufficient information to classify; requires review/clarification."
el:StudyWiki,EL,NeedsReview,"Description is 'TBD' with no validation rules or valid values provided. Scope and content of 'StudyWiki' are unclear (could contain links, identifiers, or non-personal content), so insufficient information to determine sensitivity—requires review."
gf:SubCycleNumber,GF,NeedsReview,"Description is TBD and there are no validation rules or valid values provided, so the scope and content of this attribute are unclear and its sensitivity cannot be determined without further information."
el:SummaryStatisticsAssembly,EL,Low,"This field records the reference genome assembly used for summary statistics (e.g., GRCh38). It is technical metadata about data processing and does not reveal personal identity, location, financial, or sensitive clinical information."
htan2:Surfacearea,HTAN2,Low,Surface area of an ROI in µm^2 is technical imaging metadata describing region size (Scan Area/Region Area). It does not directly identify individuals or provide sensitive personal/clinical information and thus is non-personal technical metadata.
htan:Surfacearea,HTAN,Low,"Numeric technical measurement of ROI size (surface area in µm^2). This is instrument/analysis metadata (scan/region area) and does not contain personal identifiers, demographics, or other re‑identifying information."
htan2:TSSEnrichment,HTAN2,Low,"TSS enrichment score is a sequence quality/assay QC metric (technical metadata). It does not contain personal identifiers or quasi-identifiers and does not reveal sensitive individual information, so it is low risk."
htan:TSSEnrichment,HTAN,Low,TSS enrichment score is a technical QC metric summarizing signal at transcription start sites for sequencing assays. It does not contain personal identifiers or demographic/cohort information and is non-identifying technical metadata.
htan2:TargetCaptureKit,HTAN2,Low,"This is technical reagent/instrument metadata (vendor, kit name, version) that describes the target capture kit used. It does not directly identify individuals or sensitive attributes and is standard non-personal experimental metadata."
htan:TargetCaptureKit,HTAN,Low,"Describes a sequencing target capture kit (vendor, kit name, version) — technical assay/reagent metadata that does not directly identify individuals or convey sensitive personal/clinical information. Therefore classified as Low risk."
nf-osi:TargetCaptureKitID,NF-OSI,Low,"This describes a reagent/kit identifier (vendor name, kit name, version) used for target-capture library prep — technical laboratory metadata about materials/assays, not personal or quasi-identifying information. Therefore it is non-personal technical metadata (Low)."
btc:TargetDepth,BTC,Low,"TargetDepth describes a sequencing parameter (targeted read depth), a non-personal technical metadata field about experiment settings. It does not identify individuals, reveal contact/location/clinical/financial information, or act as a quasi-identifier."
gf:TargetDepth,GF,Low,Technical sequencing parameter (targeted read depth) that does not identify individuals or provide sensitive clinical/demographic information; purely non-personal experimental metadata.
htan2:TargetDepth,HTAN2,Low,"TargetDepth is a technical sequencing parameter (integer) indicating intended read/coverage depth prior to sequencing. It is non-personal technical metadata and does not directly identify individuals or reveal sensitive clinical, demographic, or location information."
htan:TargetDepth,HTAN,Low,"Targeted read depth is a technical sequencing parameter (integer) describing planned sequencing coverage. It does not identify individuals or reveal sensitive clinical/ demographic information, so it is non-personal technical metadata."
nf-osi:TargetDepth,NF-OSI,Low,"Targeted read depth is a technical sequencing parameter (planned coverage) and does not contain personal identifiers, quasi-identifiers, or sensitive clinical/contextual information, so it represents low re-identification/privacy risk."
gf:TargetName,GF,NeedsReview,"Description is 'TBD' and there are no validation rules or valid values provided, so the scope and sensitivity of the attribute are unclear and require review."
amp-aim:TargetPanel,AMP-AIM,Low,"This is technical assay metadata (the human-readable name of the target panel used in profiling). It does not contain personal identifiers or quasi-identifiers about individuals; it describes the experimental assay rather than subject data, so risk is Low."
el:TechnologyPlatformVersion,EL,Low,"Describes technical metadata (application/manufacturer/model/version/lab) about instruments or software used in experiments. This is non-personal technical information that does not directly identify individuals or reveal sensitive health/financial data, so classified as Low risk."
btc:TestAttribute,BTC,NeedsReview,"Description 'A test attribute' with no validation rules or valid values provides insufficient information to assess sensitivity; scope and contents are unknown, so further details are required."
htan2:ThresholdforMinimumPassingReads,HTAN2,Low,"This is a technical processing parameter (threshold for calling cells) with no person-level information, identifiers, or quasi-identifiers; it pertains to analysis settings rather than individual subjects."
htan:ThresholdforMinimumPassingReads,HTAN,Low,"This is a technical analysis parameter (threshold for calling cells/read-count cutoff). It contains no personal identifiers, quasi-identifiers, or sensitive clinical/financial data; it is non-personal technical metadata and poses low re-identification risk."
htan2:TileoverlapX,HTAN2,Low,"This is technical image-processing metadata (percentage overlap for tile stitching in the x direction). It contains no personal identifiers, quasi-identifiers, or sensitive contextual information and is therefore non-personal/low sensitivity."
htan:TileoverlapX,HTAN,Low,"Technical image-processing parameter (percentage overlap for tile stitching in x direction). This is non-personal technical metadata and does not reveal identity, location, or sensitive attributes."
htan2:TileoverlapY,HTAN2,Low,"This is a technical image-acquisition parameter (percentage overlap for tile stitching in the x direction). It conveys non-personal technical metadata about image processing and does not reveal identity, location, clinical, or other sensitive information."
htan:TileoverlapY,HTAN,Low,"This is technical imaging metadata (percentage overlap for tile stitching) related to image acquisition/processing. It does not contain personal identifiers, demographic, or sensitive clinical information and thus represents non-personal technical metadata."
nf-osi:TimepointUnit,NF-OSI,Low,"Specifies the unit of time for timed experiments (e.g., seconds, minutes) — a non-personal technical/study metadata element that does not reveal identity, contact, location, or other sensitive information."
btc:ToTrimAdapterSequence,BTC,Low,"This is a technical processing parameter (whether the user suggests adapter trimming) related to data handling, not personal or identifying information. It reveals no personal, demographic, or sensitive subject-level details."
htan2:ToTrimAdapterSequence,HTAN2,Low,"This attribute captures a technical preprocessing preference (whether adapter trimming is suggested) for sequencing data. It contains no personal identifiers, demographic, or sensitive clinical information and is purely technical metadata, so classification is Low."
htan:ToTrimAdapterSequence,HTAN,Low,This attribute captures a technical preprocessing choice (whether to trim adapter sequences) and contains no personal identifiers or sensitive clinical/demographic information. It is non-personal technical metadata.
htan2:Tool,HTAN2,Low,"This attribute records whether software or computational tools were generated for the content — technical metadata about tools. It does not contain personal identifiers, sensitive clinical/financial data, or quasi-identifiers that could enable re-identification, so it is non-personal technical metadata (Low)."
htan:Tool,HTAN,Low,"This is non-personal technical metadata indicating whether software or computational tools were generated; it does not contain personal identifiers, quasi-identifiers, or sensitive clinical/financial information."
htan2:TotalNumberofCells,HTAN2,Low,Aggregate technical metadata about an experiment (total number of cells analyzed on a flow cell). Does not contain personal identifiers or quasi-identifiers and is non-personal experimental information.
htan:TotalNumberofInputCells,HTAN,Low,This is technical experimental metadata (number of cells loaded/placed on plates). It does not contain direct identifiers or quasi-identifiers tied to individuals and thus represents low re-identification risk.
htan2:TotalNumberofPassingNuclei,HTAN2,Low,"This is a sample-level technical metric (count of nuclei sequenced). It does not directly identify individuals or provide quasi-identifying demographics or sensitive clinical details, so it is low sensitivity."
htan:TotalNumberofPassingNuclei,HTAN,Low,"This is an aggregate technical metric (number of nuclei sequenced) describing assay/sample quality; it does not directly identify individuals or reveal sensitive personal, clinical, or contact information and thus represents low privacy risk."
htan2:TotalNumberofTargets,HTAN2,Low,Describes a technical assay property (count of genes/transcripts or probes). Non-personal experimental metadata that does not identify individuals or reveal sensitive information.
htan:TotalNumberofTargets,HTAN,Low,"Technical assay metadata (count/description of assay targets such as genes, transcripts, or probes). Does not contain personal identifiers, quasi-identifiers, or sensitive clinical/financial data, so it is non-personal technical information."
htan2:TotalRead-Pairs,HTAN2,Low,Total read-pairs is a technical sequencing metric (file-level QC) that does not identify individuals or convey sensitive clinical/financial data. No quasi-identifying details or personal identifiers are present.
htan:TotalRead-Pairs,HTAN,Low,Total read-pairs is technical sequencing metadata (a file/experiment metric) that does not directly identify individuals or reveal sensitive clinical/demographic information; thus it is low sensitivity.
el:TotalReads,EL,Low,"TotalReads is a technical sequencing QC metric (total number of reads per library). It does not contain direct or quasi-identifiers and does not reveal personal, contact, location, financial, or sensitive clinical information—classified as non-personal technical metadata."
htan2:TotalReads,HTAN2,Low,"TotalReads is a technical sequencing metric (integer count of reads per sample). It does not contain personal identifiers, demographic or longitudinal markers, or sensitive clinical/financial data and therefore constitutes non-personal technical metadata."
htan:TotalReads,HTAN,Low,"TotalReads is a technical sequencing metric (total number of reads per sample, integer). It does not directly identify individuals, reveal contact/clinical/financial information, or serve as a quasi-identifier—thus classified as Low sensitivity."
nf-osi:TotalReads,NF-OSI,Low,TotalReads is a technical sequencing metric (number of reads from samtools). It does not identify individuals or reveal sensitive personal/clinical information and is standard non-personal technical metadata.
htan2:TotalUniquelyMapped,HTAN2,Low,Technical sequencing QC metric (integer count of reads mapped to genome). Does not contain personal identifiers or quasi-identifiers and conveys only non-personal assay-level information.
htan:TotalUniquelyMapped,HTAN,Low,"This is a technical sequencing QC metric (integer count of reads uniquely mapped to the genome). It does not contain direct identifiers, demographic or clinical information and thus is non-personal technical metadata."
htan2:TotalUnmappedreads,HTAN2,Low,"This is a technical sequencing QC metric (integer count of reads that did not map to the genome). It does not contain direct identifiers, demographic/cohort information, or sensitive clinical data and is non-identifying technical metadata."
htan:TotalUnmappedreads,HTAN,Low,"Counts of unmapped sequencing reads are technical QC/experiment metrics (integer) and do not contain personal identifiers, quasi-identifiers, or sensitive clinical/financial data; therefore classified as non-personal technical metadata."
btc:TranscriptIntegrityNumber,BTC,Low,"This is a technical QC metric describing sample RNA quality (e.g., for FFPE material). It conveys no personal identifiers or quasi-identifying demographic/clinical information, so it is non-personal technical metadata."
htan2:TranscriptIntegrityNumber,HTAN2,Low,This is a technical QC metric describing sample RNA quality (especially FFPE) and does not identify individuals or reveal sensitive clinical/behavioral data. It is non-personal laboratory metadata.
el:TreatmentAmountValue,EL,Low,Describes the amount (concentration/mass/volume) of a treatment applied to a sample—an experimental/technical parameter about sample handling rather than personal or identifying information; not a direct or quasi-identifier.
el:TreatmentName,EL,Low,"Describes non-personal experimental metadata (in vitro treatment name/alternate identifier for treatment conditions such as agent amount, duration, temperature). Does not reveal personal identity, contact, precise location, or sensitive clinical/financial information."
